1000.0076293945312, 929.4326782226562, -245.2675018310547
1167.7620849609375, 908.9976196289062, -277.3392028808594
1363.8055419921875, 877.5109252929688, -318.9083557128906
1592.5616455078125, 839.754150390625, -358.36553955078125
1859.8511962890625, 795.4658813476562, -395.3273010253906
2171.84423828125, 739.0297241210938, -431.75445556640625
2536.340576171875, 678.26416015625, -459.8639831542969
2961.955078125, 610.5277709960938, -480.6513671875
3458.93212890625, 534.7562866210938, -492.23822021484375
4039.37890625, 462.25946044921875, -492.096923828125
4717.14892578125, 387.39703369140625, -480.9100646972656
5508.65673828125, 316.8092956542969, -459.1631164550781
6432.99462890625, 256.1101379394531, -430.5085144042969
7512.513671875, 203.30369567871094, -396.6000671386719
8773.05859375, 159.0851593017578, -359.9080505371094
10245.130859375, 122.29335021972656, -321.91241455078125
11964.3525390625, 93.00128173828125, -284.8827819824219
13971.9345703125, 70.31719970703125, -250.2520294189453
16316.306640625, 53.00802230834961, -218.63864135742188
19054.279296875, 39.6484260559082, -189.8820037841797
22251.509765625, 29.789949417114258, -164.69483947753906
25985.296875, 22.257238388061523, -142.25379943847656
30345.517578125, 16.544952392578125, -122.46392822265625
35437.5234375, 12.375153541564941, -105.41851806640625
41383.90234375, 9.282051086425781, -90.95365142822266
48327.9609375, 7.439413547515869, -83.670166015625
56437.3359375, 6.138110160827637, -79.23888397216797
65907.4921875, 5.137316703796387, -75.86687469482422
76966.7109375, 4.335090637207031, -72.95004272460938
89881.59375, 3.6605172157287598, -70.0330581665039
104963.546875, 3.0841424465179443, -66.898681640625
122576.375, 2.588665246963501, -63.36920928955078
143144.515625, 2.1561660766601562, -59.276126861572266
167163.90625, 1.7579041719436646, -54.56813430786133
195213.828125, 1.457126498222351, -49.11444091796875
227970.421875, 1.1924302577972412, -42.57862091064453
266223.5625, 0.994697093963623, -35.58024978637695
310895.5, 0.8601624965667725, -28.656835556030273
363063.3125, 0.7363083958625793, -22.019405364990234
423984.84375, 0.6204001307487488, -15.724409103393555
495128.9375, 0.5259421467781067, -9.762408256530762
578210.8125, 0.4533032774925232, -4.100793838500977
675233.9375, 0.43872737884521484, 1.3116581439971924
788537.25, 0.49753960967063904, 6.480775356292725
920852.6875, 0.6342259645462036, 11.332880020141602
1075370.5, 0.7854636311531067, 15.627450942993164
1255816.125, 0.9753519892692566, 19.4748592376709
1466540.375, 1.2112503051757812, 22.919509887695312
1712623.75, 1.4993480443954468, 26.0284481048584
1999999.875, 1.8441054821014404, 28.851417541503906
